Sn,Bi,In,Ti
92.6,2.800000000000001,2.400000000000001,0.7000000000000001
93.1,2.9000000000000012,2.400000000000001,0.1
92.99999999999999,2.9000000000000012,2.400000000000001,0.2
92.89999999999999,2.9000000000000012,2.400000000000001,0.30000000000000004
92.79999999999998,2.9000000000000012,2.400000000000001,0.4
92.69999999999999,2.9000000000000012,2.400000000000001,0.5
92.6,2.9000000000000012,2.400000000000001,0.6
92.49999999999999,2.9000000000000012,2.400000000000001,0.7000000000000001
93.0,3.0000000000000013,2.400000000000001,0.1
92.89999999999999,3.0000000000000013,2.400000000000001,0.2
92.8,3.0000000000000013,2.400000000000001,0.30000000000000004
92.69999999999999,3.0000000000000013,2.400000000000001,0.4
92.6,3.0000000000000013,2.400000000000001,0.5
92.5,3.0000000000000013,2.400000000000001,0.6
92.39999999999999,3.0000000000000013,2.400000000000001,0.7000000000000001
92.9,3.1000000000000014,2.400000000000001,0.1
92.8,3.1000000000000014,2.400000000000001,0.2
92.7,3.1000000000000014,2.400000000000001,0.30000000000000004
92.6,3.1000000000000014,2.400000000000001,0.4
92.5,3.1000000000000014,2.400000000000001,0.5
92.4,3.1000000000000014,2.400000000000001,0.6
92.3,3.1000000000000014,2.400000000000001,0.7000000000000001
92.8,3.2000000000000015,2.400000000000001,0.1
92.69999999999999,3.2000000000000015,2.400000000000001,0.2
92.6,3.2000000000000015,2.400000000000001,0.30000000000000004
92.49999999999999,3.2000000000000015,2.400000000000001,0.4
92.39999999999999,3.2000000000000015,2.400000000000001,0.5
92.3,3.2000000000000015,2.400000000000001,0.6
92.19999999999999,3.2000000000000015,2.400000000000001,0.7000000000000001
92.7,3.3000000000000016,2.400000000000001,0.1
92.6,3.3000000000000016,2.400000000000001,0.2
92.5,3.3000000000000016,2.400000000000001,0.30000000000000004
92.39999999999999,3.3000000000000016,2.400000000000001,0.4
92.3,3.3000000000000016,2.400000000000001,0.5
92.2,3.3000000000000016,2.400000000000001,0.6
92.1,3.3000000000000016,2.400000000000001,0.7000000000000001
92.6,3.4000000000000017,2.400000000000001,0.1
92.49999999999999,3.4000000000000017,2.400000000000001,0.2
92.39999999999999,3.4000000000000017,2.400000000000001,0.30000000000000004
92.29999999999998,3.4000000000000017,2.400000000000001,0.4
92.19999999999999,3.4000000000000017,2.400000000000001,0.5
92.1,3.4000000000000017,2.400000000000001,0.6
91.99999999999999,3.4000000000000017,2.400000000000001,0.7000000000000001
92.5,3.5000000000000018,2.400000000000001,0.1
92.39999999999999,3.5000000000000018,2.400000000000001,0.2
92.3,3.5000000000000018,2.400000000000001,0.30000000000000004
92.19999999999999,3.5000000000000018,2.400000000000001,0.4
92.1,3.5000000000000018,2.400000000000001,0.5
92.0,3.5000000000000018,2.400000000000001,0.6
91.89999999999999,3.5000000000000018,2.400000000000001,0.7000000000000001
92.39999999999999,3.600000000000002,2.400000000000001,0.1
92.29999999999998,3.600000000000002,2.400000000000001,0.2
92.19999999999999,3.600000000000002,2.400000000000001,0.30000000000000004
92.09999999999998,3.600000000000002,2.400000000000001,0.4
91.99999999999999,3.600000000000002,2.400000000000001,0.5
91.89999999999999,3.600000000000002,2.400000000000001,0.6
91.79999999999998,3.600000000000002,2.400000000000001,0.7000000000000001
92.3,3.700000000000002,2.400000000000001,0.1
92.19999999999999,3.700000000000002,2.400000000000001,0.2
92.1,3.700000000000002,2.400000000000001,0.30000000000000004
91.99999999999999,3.700000000000002,2.400000000000001,0.4
91.89999999999999,3.700000000000002,2.400000000000001,0.5
91.8,3.700000000000002,2.400000000000001,0.6
91.69999999999999,3.700000000000002,2.400000000000001,0.7000000000000001
92.2,3.800000000000002,2.400000000000001,0.1
92.1,3.800000000000002,2.400000000000001,0.2
92.0,3.800000000000002,2.400000000000001,0.30000000000000004
91.89999999999999,3.800000000000002,2.400000000000001,0.4
91.8,3.800000000000002,2.400000000000001,0.5
91.7,3.800000000000002,2.400000000000001,0.6
91.6,3.800000000000002,2.400000000000001,0.7000000000000001
92.1,3.900000000000002,2.400000000000001,0.1
91.99999999999999,3.900000000000002,2.400000000000001,0.2
91.89999999999999,3.900000000000002,2.400000000000001,0.30000000000000004
91.79999999999998,3.900000000000002,2.400000000000001,0.4
91.69999999999999,3.900000000000002,2.400000000000001,0.5
91.6,3.900000000000002,2.400000000000001,0.6
91.49999999999999,3.900000000000002,2.400000000000001,0.7000000000000001
92.0,4.000000000000002,2.400000000000001,0.1
91.89999999999999,4.000000000000002,2.400000000000001,0.2
91.8,4.000000000000002,2.400000000000001,0.30000000000000004
91.69999999999999,4.000000000000002,2.400000000000001,0.4
91.6,4.000000000000002,2.400000000000001,0.5
91.5,4.000000000000002,2.400000000000001,0.6
91.39999999999999,4.000000000000002,2.400000000000001,0.7000000000000001
91.89999999999999,4.100000000000002,2.400000000000001,0.1
91.79999999999998,4.100000000000002,2.400000000000001,0.2
91.69999999999999,4.100000000000002,2.400000000000001,0.30000000000000004
91.59999999999998,4.100000000000002,2.400000000000001,0.4
91.49999999999999,4.100000000000002,2.400000000000001,0.5
91.39999999999999,4.100000000000002,2.400000000000001,0.6
91.29999999999998,4.100000000000002,2.400000000000001,0.7000000000000001
91.8,4.200000000000003,2.400000000000001,0.1
91.69999999999999,4.200000000000003,2.400000000000001,0.2
91.6,4.200000000000003,2.400000000000001,0.30000000000000004
91.49999999999999,4.200000000000003,2.400000000000001,0.4
91.39999999999999,4.200000000000003,2.400000000000001,0.5
91.3,4.200000000000003,2.400000000000001,0.6
91.19999999999999,4.200000000000003,2.400000000000001,0.7000000000000001
91.7,4.3000000000000025,2.400000000000001,0.1
91.6,4.3000000000000025,2.400000000000001,0.2
91.5,4.3000000000000025,2.400000000000001,0.30000000000000004
91.39999999999999,4.3000000000000025,2.400000000000001,0.4
91.3,4.3000000000000025,2.400000000000001,0.5
91.2,4.3000000000000025,2.400000000000001,0.6
91.1,4.3000000000000025,2.400000000000001,0.7000000000000001
91.6,4.400000000000002,2.400000000000001,0.1
91.49999999999999,4.400000000000002,2.400000000000001,0.2
91.39999999999999,4.400000000000002,2.400000000000001,0.30000000000000004
91.29999999999998,4.400000000000002,2.400000000000001,0.4
91.19999999999999,4.400000000000002,2.400000000000001,0.5
91.1,4.400000000000002,2.400000000000001,0.6
90.99999999999999,4.400000000000002,2.400000000000001,0.7000000000000001
91.5,4.500000000000003,2.400000000000001,0.1
91.39999999999999,4.500000000000003,2.400000000000001,0.2
91.3,4.500000000000003,2.400000000000001,0.30000000000000004
91.19999999999999,4.500000000000003,2.400000000000001,0.4
91.1,4.500000000000003,2.400000000000001,0.5
91.0,4.500000000000003,2.400000000000001,0.6
90.89999999999999,4.500000000000003,2.400000000000001,0.7000000000000001
91.39999999999999,4.600000000000003,2.400000000000001,0.1
91.29999999999998,4.600000000000003,2.400000000000001,0.2
91.19999999999999,4.600000000000003,2.400000000000001,0.30000000000000004
91.09999999999998,4.600000000000003,2.400000000000001,0.4
90.99999999999999,4.600000000000003,2.400000000000001,0.5
90.89999999999999,4.600000000000003,2.400000000000001,0.6
90.79999999999998,4.600000000000003,2.400000000000001,0.7000000000000001
91.3,4.700000000000003,2.400000000000001,0.1
91.19999999999999,4.700000000000003,2.400000000000001,0.2
91.1,4.700000000000003,2.400000000000001,0.30000000000000004
90.99999999999999,4.700000000000003,2.400000000000001,0.4
90.89999999999999,4.700000000000003,2.400000000000001,0.5
90.8,4.700000000000003,2.400000000000001,0.6
90.69999999999999,4.700000000000003,2.400000000000001,0.7000000000000001
91.2,4.8000000000000025,2.400000000000001,0.1
91.1,4.8000000000000025,2.400000000000001,0.2
91.0,4.8000000000000025,2.400000000000001,0.30000000000000004
90.89999999999999,4.8000000000000025,2.400000000000001,0.4
90.8,4.8000000000000025,2.400000000000001,0.5
90.7,4.8000000000000025,2.400000000000001,0.6
90.6,4.8000000000000025,2.400000000000001,0.7000000000000001
91.1,4.900000000000003,2.400000000000001,0.1
90.99999999999999,4.900000000000003,2.400000000000001,0.2
90.89999999999999,4.900000000000003,2.400000000000001,0.30000000000000004
90.79999999999998,4.900000000000003,2.400000000000001,0.4
90.69999999999999,4.900000000000003,2.400000000000001,0.5
90.6,4.900000000000003,2.400000000000001,0.6
90.49999999999999,4.900000000000003,2.400000000000001,0.7000000000000001
91.0,5.0000000000000036,2.400000000000001,0.1
90.89999999999999,5.0000000000000036,2.400000000000001,0.2
90.8,5.0000000000000036,2.400000000000001,0.30000000000000004
90.69999999999999,5.0000000000000036,2.400000000000001,0.4
90.6,5.0000000000000036,2.400000000000001,0.5
90.5,5.0000000000000036,2.400000000000001,0.6
90.39999999999999,5.0000000000000036,2.400000000000001,0.7000000000000001
90.89999999999999,5.100000000000003,2.400000000000001,0.1
90.79999999999998,5.100000000000003,2.400000000000001,0.2
90.69999999999999,5.100000000000003,2.400000000000001,0.30000000000000004
90.59999999999998,5.100000000000003,2.400000000000001,0.4
90.49999999999999,5.100000000000003,2.400000000000001,0.5
90.39999999999999,5.100000000000003,2.400000000000001,0.6
90.29999999999998,5.100000000000003,2.400000000000001,0.7000000000000001
90.8,5.200000000000003,2.400000000000001,0.1
90.69999999999999,5.200000000000003,2.400000000000001,0.2
90.6,5.200000000000003,2.400000000000001,0.30000000000000004
90.49999999999999,5.200000000000003,2.400000000000001,0.4
90.39999999999999,5.200000000000003,2.400000000000001,0.5
90.3,5.200000000000003,2.400000000000001,0.6
90.19999999999999,5.200000000000003,2.400000000000001,0.7000000000000001
90.7,5.300000000000003,2.400000000000001,0.1
90.6,5.300000000000003,2.400000000000001,0.2
90.5,5.300000000000003,2.400000000000001,0.30000000000000004
90.39999999999999,5.300000000000003,2.400000000000001,0.4
90.3,5.300000000000003,2.400000000000001,0.5
90.2,5.300000000000003,2.400000000000001,0.6
90.1,5.300000000000003,2.400000000000001,0.7000000000000001
90.6,5.400000000000004,2.400000000000001,0.1
90.49999999999999,5.400000000000004,2.400000000000001,0.2
90.39999999999999,5.400000000000004,2.400000000000001,0.30000000000000004
90.29999999999998,5.400000000000004,2.400000000000001,0.4
90.19999999999999,5.400000000000004,2.400000000000001,0.5
90.1,5.400000000000004,2.400000000000001,0.6
89.99999999999999,5.400000000000004,2.400000000000001,0.7000000000000001
90.5,5.5000000000000036,2.400000000000001,0.1
90.39999999999999,5.5000000000000036,2.400000000000001,0.2
90.3,5.5000000000000036,2.400000000000001,0.30000000000000004
90.19999999999999,5.5000000000000036,2.400000000000001,0.4
90.1,5.5000000000000036,2.400000000000001,0.5
90.0,5.5000000000000036,2.400000000000001,0.6
89.89999999999999,5.5000000000000036,2.400000000000001,0.7000000000000001
94.4,1.5,2.500000000000001,0.1
94.3,1.5,2.500000000000001,0.2
94.2,1.5,2.500000000000001,0.30000000000000004
94.1,1.5,2.500000000000001,0.4
94.0,1.5,2.500000000000001,0.5
93.9,1.5,2.500000000000001,0.6
93.8,1.5,2.500000000000001,0.7000000000000001
94.30000000000001,1.6,2.500000000000001,0.1
94.2,1.6,2.500000000000001,0.2
94.10000000000001,1.6,2.500000000000001,0.30000000000000004
94.0,1.6,2.500000000000001,0.4
93.9,1.6,2.500000000000001,0.5
93.80000000000001,1.6,2.500000000000001,0.6
93.7,1.6,2.500000000000001,0.7000000000000001
94.2,1.7000000000000002,2.500000000000001,0.1
94.1,1.7000000000000002,2.500000000000001,0.2
94.0,1.7000000000000002,2.500000000000001,0.30000000000000004
93.89999999999999,1.7000000000000002,2.500000000000001,0.4
93.8,1.7000000000000002,2.500000000000001,0.5
93.7,1.7000000000000002,2.500000000000001,0.6
93.6,1.7000000000000002,2.500000000000001,0.7000000000000001
94.10000000000001,1.8000000000000003,2.500000000000001,0.1
94.0,1.8000000000000003,2.500000000000001,0.2
93.9,1.8000000000000003,2.500000000000001,0.30000000000000004
93.8,1.8000000000000003,2.500000000000001,0.4
93.7,1.8000000000000003,2.500000000000001,0.5
93.60000000000001,1.8000000000000003,2.500000000000001,0.6
93.5,1.8000000000000003,2.500000000000001,0.7000000000000001
94.0,1.9000000000000004,2.500000000000001,0.1
93.89999999999999,1.9000000000000004,2.500000000000001,0.2
93.8,1.9000000000000004,2.500000000000001,0.30000000000000004
93.69999999999999,1.9000000000000004,2.500000000000001,0.4
93.6,1.9000000000000004,2.500000000000001,0.5
93.5,1.9000000000000004,2.500000000000001,0.6
93.39999999999999,1.9000000000000004,2.500000000000001,0.7000000000000001
93.9,2.0000000000000004,2.500000000000001,0.1
93.8,2.0000000000000004,2.500000000000001,0.2
93.7,2.0000000000000004,2.500000000000001,0.30000000000000004
93.6,2.0000000000000004,2.500000000000001,0.4
93.5,2.0000000000000004,2.500000000000001,0.5
93.4,2.0000000000000004,2.500000000000001,0.6
93.3,2.0000000000000004,2.500000000000001,0.7000000000000001
93.80000000000001,2.1000000000000005,2.500000000000001,0.1
93.7,2.1000000000000005,2.500000000000001,0.2
93.60000000000001,2.1000000000000005,2.500000000000001,0.30000000000000004
93.5,2.1000000000000005,2.500000000000001,0.4
93.4,2.1000000000000005,2.500000000000001,0.5
93.30000000000001,2.1000000000000005,2.500000000000001,0.6
93.2,2.1000000000000005,2.500000000000001,0.7000000000000001
93.7,2.2000000000000006,2.500000000000001,0.1
93.6,2.2000000000000006,2.500000000000001,0.2
93.5,2.2000000000000006,2.500000000000001,0.30000000000000004
93.39999999999999,2.2000000000000006,2.500000000000001,0.4
93.3,2.2000000000000006,2.500000000000001,0.5
93.2,2.2000000000000006,2.500000000000001,0.6
93.1,2.2000000000000006,2.500000000000001,0.7000000000000001
93.60000000000001,2.3000000000000007,2.500000000000001,0.1
93.5,2.3000000000000007,2.500000000000001,0.2
93.4,2.3000000000000007,2.500000000000001,0.30000000000000004
93.3,2.3000000000000007,2.500000000000001,0.4
93.2,2.3000000000000007,2.500000000000001,0.5
93.10000000000001,2.3000000000000007,2.500000000000001,0.6
93.0,2.3000000000000007,2.500000000000001,0.7000000000000001
93.5,2.400000000000001,2.500000000000001,0.1
93.39999999999999,2.400000000000001,2.500000000000001,0.2
93.3,2.400000000000001,2.500000000000001,0.30000000000000004
93.19999999999999,2.400000000000001,2.500000000000001,0.4
93.1,2.400000000000001,2.500000000000001,0.5
93.0,2.400000000000001,2.500000000000001,0.6
92.89999999999999,2.400000000000001,2.500000000000001,0.7000000000000001
93.4,2.500000000000001,2.500000000000001,0.1
93.3,2.500000000000001,2.500000000000001,0.2
93.2,2.500000000000001,2.500000000000001,0.30000000000000004
93.1,2.500000000000001,2.500000000000001,0.4
93.0,2.500000000000001,2.500000000000001,0.5
92.9,2.500000000000001,2.500000000000001,0.6
92.8,2.500000000000001,2.500000000000001,0.7000000000000001
93.30000000000001,2.600000000000001,2.500000000000001,0.1
93.2,2.600000000000001,2.500000000000001,0.2
93.10000000000001,2.600000000000001,2.500000000000001,0.30000000000000004
93.0,2.600000000000001,2.500000000000001,0.4
92.9,2.600000000000001,2.500000000000001,0.5
92.80000000000001,2.600000000000001,2.500000000000001,0.6
92.7,2.600000000000001,2.500000000000001,0.7000000000000001
93.2,2.700000000000001,2.500000000000001,0.1
93.1,2.700000000000001,2.500000000000001,0.2
93.0,2.700000000000001,2.500000000000001,0.30000000000000004
92.89999999999999,2.700000000000001,2.500000000000001,0.4
92.8,2.700000000000001,2.500000000000001,0.5
92.7,2.700000000000001,2.500000000000001,0.6
92.6,2.700000000000001,2.500000000000001,0.7000000000000001
93.10000000000001,2.800000000000001,2.500000000000001,0.1
93.0,2.800000000000001,2.500000000000001,0.2
92.9,2.800000000000001,2.500000000000001,0.30000000000000004
92.8,2.800000000000001,2.500000000000001,0.4
92.7,2.800000000000001,2.500000000000001,0.5
92.60000000000001,2.800000000000001,2.500000000000001,0.6
92.5,2.800000000000001,2.500000000000001,0.7000000000000001
93.0,2.9000000000000012,2.500000000000001,0.1
92.89999999999999,2.9000000000000012,2.500000000000001,0.2
92.8,2.9000000000000012,2.500000000000001,0.30000000000000004
92.69999999999999,2.9000000000000012,2.500000000000001,0.4
92.6,2.9000000000000012,2.500000000000001,0.5
92.5,2.9000000000000012,2.500000000000001,0.6
92.39999999999999,2.9000000000000012,2.500000000000001,0.7000000000000001
92.9,3.0000000000000013,2.500000000000001,0.1
92.8,3.0000000000000013,2.500000000000001,0.2
92.7,3.0000000000000013,2.500000000000001,0.30000000000000004
92.6,3.0000000000000013,2.500000000000001,0.4
92.5,3.0000000000000013,2.500000000000001,0.5
92.4,3.0000000000000013,2.500000000000001,0.6
92.3,3.0000000000000013,2.500000000000001,0.7000000000000001
92.80000000000001,3.1000000000000014,2.500000000000001,0.1
92.7,3.1000000000000014,2.500000000000001,0.2
92.60000000000001,3.1000000000000014,2.500000000000001,0.30000000000000004
92.5,3.1000000000000014,2.500000000000001,0.4
92.4,3.1000000000000014,2.500000000000001,0.5
92.30000000000001,3.1000000000000014,2.500000000000001,0.6
92.2,3.1000000000000014,2.500000000000001,0.7000000000000001
92.7,3.2000000000000015,2.500000000000001,0.1
92.6,3.2000000000000015,2.500000000000001,0.2
92.5,3.2000000000000015,2.500000000000001,0.30000000000000004
92.39999999999999,3.2000000000000015,2.500000000000001,0.4
92.3,3.2000000000000015,2.500000000000001,0.5
92.2,3.2000000000000015,2.500000000000001,0.6
92.1,3.2000000000000015,2.500000000000001,0.7000000000000001
92.60000000000001,3.3000000000000016,2.500000000000001,0.1
92.5,3.3000000000000016,2.500000000000001,0.2
92.4,3.3000000000000016,2.500000000000001,0.30000000000000004
92.3,3.3000000000000016,2.500000000000001,0.4
92.2,3.3000000000000016,2.500000000000001,0.5
92.10000000000001,3.3000000000000016,2.500000000000001,0.6
92.0,3.3000000000000016,2.500000000000001,0.7000000000000001
92.5,3.4000000000000017,2.500000000000001,0.1
92.39999999999999,3.4000000000000017,2.500000000000001,0.2
92.3,3.4000000000000017,2.500000000000001,0.30000000000000004
92.19999999999999,3.4000000000000017,2.500000000000001,0.4
92.1,3.4000000000000017,2.500000000000001,0.5
92.0,3.4000000000000017,2.500000000000001,0.6
91.89999999999999,3.4000000000000017,2.500000000000001,0.7000000000000001
92.4,3.5000000000000018,2.500000000000001,0.1
92.3,3.5000000000000018,2.500000000000001,0.2
92.2,3.5000000000000018,2.500000000000001,0.30000000000000004
92.1,3.5000000000000018,2.500000000000001,0.4
92.0,3.5000000000000018,2.500000000000001,0.5
91.9,3.5000000000000018,2.500000000000001,0.6
91.8,3.5000000000000018,2.500000000000001,0.7000000000000001
92.3,3.600000000000002,2.500000000000001,0.1
92.19999999999999,3.600000000000002,2.500000000000001,0.2
92.1,3.600000000000002,2.500000000000001,0.30000000000000004
91.99999999999999,3.600000000000002,2.500000000000001,0.4
91.89999999999999,3.600000000000002,2.500000000000001,0.5
91.8,3.600000000000002,2.500000000000001,0.6
91.69999999999999,3.600000000000002,2.500000000000001,0.7000000000000001
92.2,3.700000000000002,2.500000000000001,0.1
92.1,3.700000000000002,2.500000000000001,0.2
92.0,3.700000000000002,2.500000000000001,0.30000000000000004
91.89999999999999,3.700000000000002,2.500000000000001,0.4
91.8,3.700000000000002,2.500000000000001,0.5
91.7,3.700000000000002,2.500000000000001,0.6
91.6,3.700000000000002,2.500000000000001,0.7000000000000001
92.10000000000001,3.800000000000002,2.500000000000001,0.1
92.0,3.800000000000002,2.500000000000001,0.2
91.9,3.800000000000002,2.500000000000001,0.30000000000000004
91.8,3.800000000000002,2.500000000000001,0.4
91.7,3.800000000000002,2.500000000000001,0.5
91.60000000000001,3.800000000000002,2.500000000000001,0.6
91.5,3.800000000000002,2.500000000000001,0.7000000000000001
92.0,3.900000000000002,2.500000000000001,0.1
91.89999999999999,3.900000000000002,2.500000000000001,0.2
91.8,3.900000000000002,2.500000000000001,0.30000000000000004
91.69999999999999,3.900000000000002,2.500000000000001,0.4
91.6,3.900000000000002,2.500000000000001,0.5
91.5,3.900000000000002,2.500000000000001,0.6
91.39999999999999,3.900000000000002,2.500000000000001,0.7000000000000001
91.9,4.000000000000002,2.500000000000001,0.1
91.8,4.000000000000002,2.500000000000001,0.2
91.7,4.000000000000002,2.500000000000001,0.30000000000000004
91.6,4.000000000000002,2.500000000000001,0.4
91.5,4.000000000000002,2.500000000000001,0.5
91.4,4.000000000000002,2.500000000000001,0.6
91.3,4.000000000000002,2.500000000000001,0.7000000000000001
91.8,4.100000000000002,2.500000000000001,0.1
91.69999999999999,4.100000000000002,2.500000000000001,0.2
91.6,4.100000000000002,2.500000000000001,0.30000000000000004
91.49999999999999,4.100000000000002,2.500000000000001,0.4
91.39999999999999,4.100000000000002,2.500000000000001,0.5
91.3,4.100000000000002,2.500000000000001,0.6
91.19999999999999,4.100000000000002,2.500000000000001,0.7000000000000001
91.7,4.200000000000003,2.500000000000001,0.1
91.6,4.200000000000003,2.500000000000001,0.2
91.5,4.200000000000003,2.500000000000001,0.30000000000000004
91.39999999999999,4.200000000000003,2.500000000000001,0.4
91.3,4.200000000000003,2.500000000000001,0.5
91.2,4.200000000000003,2.500000000000001,0.6
91.1,4.200000000000003,2.500000000000001,0.7000000000000001
91.60000000000001,4.3000000000000025,2.500000000000001,0.1
91.5,4.3000000000000025,2.500000000000001,0.2
91.4,4.3000000000000025,2.500000000000001,0.30000000000000004
91.3,4.3000000000000025,2.500000000000001,0.4
91.2,4.3000000000000025,2.500000000000001,0.5
91.10000000000001,4.3000000000000025,2.500000000000001,0.6
91.0,4.3000000000000025,2.500000000000001,0.7000000000000001
91.5,4.400000000000002,2.500000000000001,0.1
91.39999999999999,4.400000000000002,2.500000000000001,0.2
91.3,4.400000000000002,2.500000000000001,0.30000000000000004
91.19999999999999,4.400000000000002,2.500000000000001,0.4
91.1,4.400000000000002,2.500000000000001,0.5
91.0,4.400000000000002,2.500000000000001,0.6
90.89999999999999,4.400000000000002,2.500000000000001,0.7000000000000001
91.4,4.500000000000003,2.500000000000001,0.1
91.3,4.500000000000003,2.500000000000001,0.2
91.2,4.500000000000003,2.500000000000001,0.30000000000000004
91.1,4.500000000000003,2.500000000000001,0.4
91.0,4.500000000000003,2.500000000000001,0.5
90.9,4.500000000000003,2.500000000000001,0.6
90.8,4.500000000000003,2.500000000000001,0.7000000000000001
91.3,4.600000000000003,2.500000000000001,0.1
91.19999999999999,4.600000000000003,2.500000000000001,0.2
91.1,4.600000000000003,2.500000000000001,0.30000000000000004
90.99999999999999,4.600000000000003,2.500000000000001,0.4
90.89999999999999,4.600000000000003,2.500000000000001,0.5
90.8,4.600000000000003,2.500000000000001,0.6
90.69999999999999,4.600000000000003,2.500000000000001,0.7000000000000001
91.2,4.700000000000003,2.500000000000001,0.1
91.1,4.700000000000003,2.500000000000001,0.2
91.0,4.700000000000003,2.500000000000001,0.30000000000000004
90.89999999999999,4.700000000000003,2.500000000000001,0.4
90.8,4.700000000000003,2.500000000000001,0.5
90.7,4.700000000000003,2.500000000000001,0.6
90.6,4.700000000000003,2.500000000000001,0.7000000000000001
91.10000000000001,4.8000000000000025,2.500000000000001,0.1
91.0,4.8000000000000025,2.500000000000001,0.2
90.9,4.8000000000000025,2.500000000000001,0.30000000000000004
90.8,4.8000000000000025,2.500000000000001,0.4
90.7,4.8000000000000025,2.500000000000001,0.5
90.60000000000001,4.8000000000000025,2.500000000000001,0.6
90.5,4.8000000000000025,2.500000000000001,0.7000000000000001
91.0,4.900000000000003,2.500000000000001,0.1
90.89999999999999,4.900000000000003,2.500000000000001,0.2
90.8,4.900000000000003,2.500000000000001,0.30000000000000004
90.69999999999999,4.900000000000003,2.500000000000001,0.4
90.6,4.900000000000003,2.500000000000001,0.5
90.5,4.900000000000003,2.500000000000001,0.6
90.39999999999999,4.900000000000003,2.500000000000001,0.7000000000000001
90.9,5.0000000000000036,2.500000000000001,0.1
90.8,5.0000000000000036,2.500000000000001,0.2
90.7,5.0000000000000036,2.500000000000001,0.30000000000000004
90.6,5.0000000000000036,2.500000000000001,0.4
90.5,5.0000000000000036,2.500000000000001,0.5
90.4,5.0000000000000036,2.500000000000001,0.6
90.3,5.0000000000000036,2.500000000000001,0.7000000000000001
90.8,5.100000000000003,2.500000000000001,0.1
90.69999999999999,5.100000000000003,2.500000000000001,0.2
90.6,5.100000000000003,2.500000000000001,0.30000000000000004
90.49999999999999,5.100000000000003,2.500000000000001,0.4
90.39999999999999,5.100000000000003,2.500000000000001,0.5
90.3,5.100000000000003,2.500000000000001,0.6
90.19999999999999,5.100000000000003,2.500000000000001,0.7000000000000001
90.7,5.200000000000003,2.500000000000001,0.1
90.6,5.200000000000003,2.500000000000001,0.2
90.5,5.200000000000003,2.500000000000001,0.30000000000000004
90.39999999999999,5.200000000000003,2.500000000000001,0.4
90.3,5.200000000000003,2.500000000000001,0.5
90.2,5.200000000000003,2.500000000000001,0.6
90.1,5.200000000000003,2.500000000000001,0.7000000000000001
90.60000000000001,5.300000000000003,2.500000000000001,0.1
90.5,5.300000000000003,2.500000000000001,0.2
90.4,5.300000000000003,2.500000000000001,0.30000000000000004
90.3,5.300000000000003,2.500000000000001,0.4
90.2,5.300000000000003,2.500000000000001,0.5
90.10000000000001,5.300000000000003,2.500000000000001,0.6
90.0,5.300000000000003,2.500000000000001,0.7000000000000001
90.5,5.400000000000004,2.500000000000001,0.1
90.39999999999999,5.400000000000004,2.500000000000001,0.2
90.3,5.400000000000004,2.500000000000001,0.30000000000000004
90.19999999999999,5.400000000000004,2.500000000000001,0.4
90.1,5.400000000000004,2.500000000000001,0.5
90.0,5.400000000000004,2.500000000000001,0.6
89.89999999999999,5.400000000000004,2.500000000000001,0.7000000000000001
90.4,5.5000000000000036,2.500000000000001,0.1
90.3,5.5000000000000036,2.500000000000001,0.2
90.2,5.5000000000000036,2.500000000000001,0.30000000000000004
90.1,5.5000000000000036,2.500000000000001,0.4
90.0,5.5000000000000036,2.500000000000001,0.5
89.9,5.5000000000000036,2.500000000000001,0.6
89.8,5.5000000000000036,2.500000000000001,0.7000000000000001
94.30000000000001,1.5,2.600000000000001,0.1
94.2,1.5,2.600000000000001,0.2
94.10000000000001,1.5,2.600000000000001,0.30000000000000004
94.0,1.5,2.600000000000001,0.4
93.9,1.5,2.600000000000001,0.5
93.80000000000001,1.5,2.600000000000001,0.6
93.7,1.5,2.600000000000001,0.7000000000000001
94.20000000000002,1.6,2.600000000000001,0.1
94.10000000000001,1.6,2.600000000000001,0.2
94.00000000000001,1.6,2.600000000000001,0.30000000000000004
93.9,1.6,2.600000000000001,0.4
93.80000000000001,1.6,2.600000000000001,0.5
93.70000000000002,1.6,2.600000000000001,0.6
93.60000000000001,1.6,2.600000000000001,0.7000000000000001
94.10000000000001,1.7000000000000002,2.600000000000001,0.1
94.0,1.7000000000000002,2.600000000000001,0.2
93.9,1.7000000000000002,2.600000000000001,0.30000000000000004
93.8,1.7000000000000002,2.600000000000001,0.4
93.7,1.7000000000000002,2.600000000000001,0.5
93.60000000000001,1.7000000000000002,2.600000000000001,0.6
93.5,1.7000000000000002,2.600000000000001,0.7000000000000001
94.00000000000001,1.8000000000000003,2.600000000000001,0.1
93.9,1.8000000000000003,2.600000000000001,0.2
93.80000000000001,1.8000000000000003,2.600000000000001,0.30000000000000004
93.7,1.8000000000000003,2.600000000000001,0.4
93.60000000000001,1.8000000000000003,2.600000000000001,0.5
93.50000000000001,1.8000000000000003,2.600000000000001,0.6
93.4,1.8000000000000003,2.600000000000001,0.7000000000000001
93.9,1.9000000000000004,2.600000000000001,0.1
93.8,1.9000000000000004,2.600000000000001,0.2
93.7,1.9000000000000004,2.600000000000001,0.30000000000000004
93.6,1.9000000000000004,2.600000000000001,0.4
93.5,1.9000000000000004,2.600000000000001,0.5
93.4,1.9000000000000004,2.600000000000001,0.6
93.3,1.9000000000000004,2.600000000000001,0.7000000000000001
93.80000000000001,2.0000000000000004,2.600000000000001,0.1
93.7,2.0000000000000004,2.600000000000001,0.2
